CompileType,PopulationSize,Total1Ptx2Jit3,ParallelismLevel
1,20,1,6,20.089,0.4063,0.4416,0.8562,0.4472
1,20,3,6,7.5961,0.9311,1.2093,1.562,1.1898
1,20,2,6,4828.0278,962.7047,521.5431,489.4083,535.6309
1,20,1,6,7.1207,0.6127,0.747,0.76,0.8813
1,20,3,6,8.1568,19.4641,1.9774,2.1116,2.2575
1,20,2,6,577.3892,560.9858,545.3641,522.3542,511.3042
1,20,1,6,2.1317,0.654,0.6943,0.7411,0.6594
1,20,3,6,7.375,2.4945,2.9686,2.684,1.7413
1,20,2,6,516.5608,514.4012,534.3669,529.4761,510.7258
1,20,1,6,1.0872,0.6997,0.876,0.5175,0.7461
1,20,3,6,2.4503,2.7347,2.0887,2.9629,1.754
1,20,2,6,517.4196,515.8221,503.4683,486.471,506.1453
1,20,1,6,0.9386,0.541,0.3884,1.1339,0.4176
1,20,3,6,1.9907,3.5245,2.9995,2.1604,3.9123
1,20,2,6,557.6425,566.8863,561.2366,500.1594,551.048
1,20,1,6,1.1377,0.5838,0.4652,1.0845,0.8558
1,20,3,6,2.915,2.4195,2.2643,2.4788,2.5752
1,20,2,6,526.0117,519.726,538.7893,526.9473,533.7673
1,20,1,6,0.9297,0.5762,0.644,0.5964,0.7367
1,20,3,6,2.0015,4.336,3.6797,4.0186,3.0361
1,20,2,6,561.5106,588.652,571.3752,587.2961,544.5638
1,20,1,6,1.2427,0.6214,0.8607,0.6112,0.7325
1,20,3,6,2.615,2.8623,1.8886,2.7659,1.3683
1,20,2,6,484.7515,496.3774,515.0289,510.9683,481.7208
1,20,1,6,1.1261,0.6463,0.4607,0.4599,0.4319
1,20,3,6,2.9697,2.6544,1.8054,2.9774,1.7501
1,20,2,6,511.3023,503.0738,497.9789,522.4203,532.8907
1,20,1,6,0.9193,0.9147,0.5336,0.9148,0.5884
1,20,3,6,1.9331,2.49,2.1475,2.4631,2.9121
1,20,2,6,502.3202,497.3867,494.8865,489.7629,498.8061
1,40,1,6,3.6642,0.8679,0.874,1.419,0.6789
1,40,3,6,2.3377,2.9671,2.0754,2.7083,4.1154
1,40,2,6,508.1251,517.9876,506.9327,511.4525,504.0468
1,40,1,6,1.146,0.7001,0.7444,0.6721,0.7358
1,40,3,6,2.3899,2.1158,1.7686,1.2578,1.6237
1,40,2,6,558.9298,535.8586,540.0611,524.4089,527.8706
1,40,1,6,1.2228,0.6439,0.7279,0.6696,0.7434
1,40,3,6,3.0582,3.987,1.7505,1.7309,2.1665
1,40,2,6,535.2567,546.5748,559.9633,557.609,516.6784
1,40,1,6,1.0963,0.6588,0.6213,0.752,0.6184
1,40,3,6,5.1832,6.6559,4.0358,3.6961,4.085
1,40,2,6,522.0639,509.7572,549.0538,536.3308,556.5799
1,40,1,6,6.1015,0.6641,0.6864,0.6958,0.6735
1,40,3,6,8.6911,5.7861,3.7268,1.5371,1.4144
1,40,2,6,524.1038,509.8881,539.721,528.6984,512.9052
1,40,1,6,1.1609,1.6546,0.6029,0.7559,0.6098
1,40,3,6,2.6726,3.6932,5.2074,2.5745,2.911
1,40,2,6,533.6199,529.7949,517.8115,548.9293,520.3828
1,40,1,6,1.0968,0.6641,0.6113,0.609,0.6786
1,40,3,6,3.5516,9.1101,2.7364,5.3719,2.3721
1,40,2,6,529.8626,518.3353,529.9832,539.4509,545.1463
1,40,1,6,1.1394,0.6815,0.6138,0.6523,0.5946
1,40,3,6,1.8688,4.7106,2.9449,4.9698,2.716
1,40,2,6,533.7472,492.9191,518.8765,486.1225,497.3474
1,40,1,6,1.1776,0.6592,0.6763,0.7279,0.5949
1,40,3,6,1.7812,11.8962,14.7807,4.1238,2.1648
1,40,2,6,505.5226,505.7272,519.2772,498.5336,526.8957
1,40,1,6,1.0596,0.6564,0.5942,0.7382,0.6086
1,40,3,6,3.0317,5.2698,3.9749,4.7631,5.4601
1,40,2,6,526.6758,499.1309,512.4198,528.8312,537.9879
1,60,1,6,1.3756,0.9669,0.9396,0.9344,0.9928
1,60,3,6,5.3696,5.1164,3.8639,6.4623,1.5864
1,60,2,6,554.1553,546.8225,558.515,569.2116,532.418
1,60,1,6,1.3729,0.9718,0.9138,0.9772,0.9234
1,60,3,6,5.7034,5.9787,3.8192,4.6602,5.1379
1,60,2,6,540.6199,522.6662,581.4187,534.4059,539.6736
1,60,1,6,3.759,0.9773,0.9929,0.9315,1.4952
1,60,3,6,4.8129,4.2971,22.8215,6.6475,1.9708
1,60,2,6,517.9845,505.8173,545.8032,596.6014,555.467
1,60,1,6,1.404,0.9312,0.9706,1.1042,1.074
1,60,3,6,5.8198,4.4418,4.1471,1.3904,1.6212
1,60,2,6,513.5227,538.18,506.9783,528.0806,534.1692
1,60,1,6,1.4969,0.9205,0.9994,0.9138,0.9816
1,60,3,6,2.7961,3.7104,4.2355,6.2653,4.0644
1,60,2,6,556.9439,546.4309,546.7369,524.2169,522.6818
1,60,1,6,1.6227,0.9847,1.0064,0.9278,1.0145
1,60,3,6,6.3689,6.6104,14.2626,5.7759,1.7195
1,60,2,6,525.0441,530.001,588.4185,553.9941,543.435
1,60,1,6,1.3753,0.9748,1.0078,1.0082,2.1415
1,60,3,6,5.2076,3.5715,3.2619,1.4787,1.8746
1,60,2,6,525.66,495.5203,530.5472,524.4328,515.9881
1,60,1,6,1.4074,0.9819,0.9203,0.9246,0.9968
1,60,3,6,5.9717,5.9713,3.2245,6.1449,2.131
1,60,2,6,540.1555,540.8916,572.1391,541.1062,536.6512
1,60,1,6,1.3729,0.9512,0.9344,1.1095,0.9391
1,60,3,6,4.4912,4.3397,2.1975,1.6579,3.3899
1,60,2,6,518.2843,516.9805,529.1614,556.7106,581.9248
1,60,1,6,1.3779,1.4441,0.9928,1.0678,1.0658
1,60,3,6,6.0534,23.9214,1.616,1.5986,1.3552
1,60,2,6,521.1773,538.9603,521.046,533.9887,521.134
1,80,1,6,1.8206,1.3307,1.4223,1.4046,1.3874
1,80,3,6,5.2946,3.8595,1.586,4.0883,5.8085
1,80,2,6,553.2175,554.304,590.0123,567.9554,591.1631
1,80,1,6,1.7934,1.3518,1.3812,1.4046,1.5193
1,80,3,6,8.4437,33.9826,6.0754,2.4966,2.5706
1,80,2,6,566.507,586.8195,590.03,553.9966,571.8027
1,80,1,6,1.7965,1.3976,1.3437,1.3777,1.3756
1,80,3,6,6.2245,7.1746,3.325,4.9085,7.041
1,80,2,6,537.751,543.0665,537.9994,535.7393,545.2965
1,80,1,6,3.5476,1.48,1.3653,1.4046,1.3289
1,80,3,6,6.5342,21.1559,5.057,4.1666,7.5461
1,80,2,6,534.9477,516.7391,539.6294,537.0063,542.2783
1,80,1,6,1.7914,1.3757,1.3162,1.4294,1.4643
1,80,3,6,5.8016,5.0904,3.5366,26.7773,10.1021
1,80,2,6,524.9358,488.6652,516.7335,510.1592,511.7357
1,80,1,6,5.8386,1.3873,1.4966,1.3898,1.3852
1,80,3,6,32.219,53.7072,20.6777,43.5747,31.0857
1,80,2,6,569.9518,599.2413,589.6017,604.7824,603.0019
1,80,1,6,1.8012,1.3818,1.3242,1.3598,1.387
1,80,3,6,7.1486,7.636,3.9655,9.5501,4.4963
1,80,2,6,551.1548,566.9168,563.2804,588.7003,606.2462
1,80,1,6,1.8894,1.3415,1.3814,1.3405,1.3319
1,80,3,6,6.5383,6.0913,4.4229,5.5833,4.8358
1,80,2,6,547.8136,548.5953,572.4867,589.2065,553.9957
1,80,1,6,1.7852,1.3899,1.3228,1.3213,1.7598
1,80,3,6,7.7402,4.4891,4.6606,3.4056,2.8454
1,80,2,6,548.5643,531.9209,530.8115,526.729,526.3831
1,80,1,6,1.8001,1.4044,1.3333,1.3864,1.353
1,80,3,6,4.9644,7.8352,3.1037,5.8201,3.6432
1,80,2,6,543.7059,553.0111,587.0406,549.1001,611.3765
1,100,1,6,2.2882,1.8798,1.8127,1.841,1.8188
1,100,3,6,5.5949,6.0679,4.3135,6.3232,2.9211
1,100,2,6,559.0702,569.0412,578.4004,584.8216,552.8418
1,100,1,6,2.3606,1.8439,1.825,1.8716,1.9924
1,100,3,6,6.3575,4.9204,5.8445,7.2703,2.5493
1,100,2,6,582.9806,545.243,573.4676,564.9643,605.4802
1,100,1,6,2.4359,1.81,1.8154,1.8025,1.8092
